1.000000000000000000e+00,8.893724118318691030e-01,5.612901039830495709e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.600000000000000000e+01,8.893724118318691030e-01,5.612901039830495709e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.017172771643668261e-01,1.000000000000000000e+00,7.999345500022638777e-01,7.892214889209470119e-01,9.838901354712783487e-01
3.000000000000000000e+00,2.017172771643668261e-01,1.000000000000000000e+00,7.999345500022638777e-01,7.892214889209470119e-01,9.838901354712783487e-01
6.000000000000000000e+00,2.017172771643668261e-01,1.000000000000000000e+00,7.999345500022638777e-01,7.892214889209470119e-01,9.838901354712783487e-01
1.200000000000000000e+01,2.017172771643668261e-01,1.000000000000000000e+00,7.999345500022638777e-01,7.892214889209470119e-01,9.838901354712783487e-01
8.000000000000000000e+00,0.000000000000000000e+00,6.888873641844129869e-01,8.676035061789401093e-01,7.435273451231886321e-01,8.959049629970533557e-01
9.000000000000000000e+00,0.000000000000000000e+00,6.888873641844129869e-01,8.676035061789401093e-01,7.435273451231886321e-01,8.959049629970533557e-01
1.300000000000000000e+01,5.519434601716142197e-01,5.384175649679565634e-01,5.528822095762441213e-01,3.585429098834546080e-01,5.892736235331690331e-01
5.000000000000000000e+00,1.709956625287613330e-02,2.573848853666842185e-02,8.477773088467193130e-01,2.663130515668311604e-01,3.932413124199390375e-01
7.000000000000000000e+00,1.709956625287613330e-02,2.573848853666842185e-02,8.477773088467193130e-01,2.663130515668311604e-01,3.932413124199390375e-01
1.000000000000000000e+01,1.709956625287613330e-02,2.573848853666842185e-02,8.477773088467193130e-01,2.663130515668311604e-01,3.932413124199390375e-01
1.400000000000000000e+01,7.509359489039637570e-01,8.931324109060929661e-01,4.274607355257142860e-01,4.571239644519661111e-02,1.795363350757724352e-01
1.100000000000000000e+01,1.874873096280625373e-01,4.326322546259753210e-01,1.000000000000000000e+00,2.061000952777065631e-01,1.019526808510610311e-01
4.000000000000000000e+00,1.000000000000000000e+00,3.305910609397784694e-01,3.038283552363154616e-01,0.000000000000000000e+00,1.127462739493553627e-02
1.700000000000000000e+01,1.000000000000000000e+00,3.305910609397784694e-01,3.038283552363154616e-01,0.000000000000000000e+00,1.127462739493553627e-02
2.000000000000000000e+00,7.572273792212188548e-01,0.000000000000000000e+00,8.088284569560845183e-01,1.579071660379287312e-02,0.000000000000000000e+00
1.500000000000000000e+01,7.572273792212188548e-01,0.000000000000000000e+00,8.088284569560845183e-01,1.579071660379287312e-02,0.000000000000000000e+00
